,filing_org,filing_ein,tax_year,tot_expenses,filing_org_temp
1188,THE SAND COUNTY FOUNDATION INC,396089450,2022-12-31,6579675,
1189,THE SAND COUNTY FOUNDATION INC,396089450,2021-12-31,3741399,
1190,THE SAND COUNTY FOUNDATION INC,396089450,2020-12-31,2988662,
1191,THE SAND COUNTY FOUNDATION INC,396089450,2019-12-31,2828358,
1192,THE SAND COUNTY FOUNDATION INC,396089450,2018-12-31,2307957,
1193,THE SAND COUNTY FOUNDATION INC,396089450,2017-12-31,2145522,
1194,THE SAND COUNTY FOUNDATION INC,396089450,2016-12-31,2297818,
1195,THE SAND COUNTY FOUNDATION INC,396089450,2015-12-31,2251147,
1196,THE SAND COUNTY FOUNDATION INC,396089450,2014-12-31,2102512,
1197,TRAVIS MILLS FOUNDATION,464239670,2023-12-31,5113258,
1198,The Trustees of Princeton University,210634501,2024-06-30,2885186000,The Trustees of Princeton University
1199,The Trustees of Princeton University,210634501,2023-06-30,2630086000,The Trustees of Princeton University
1200,The Trustees of Princeton University,210634501,2022-06-30,2369524000,The Trustees of Princeton University
1201,The Trustees of Princeton University,210634501,2021-06-30,2152026000,The Trustees of Princeton University
1202,The Trustees of Princeton University,210634501,2020-06-30,2141410000,The Trustees of Princeton University
1203,The Trustees of Princeton University,210634501,2019-06-30,2098105000,The Trustees of Princeton University
1204,The Trustees of Princeton University,210634501,2018-06-30,2020474000,The Trustees of Princeton University
1205,The Trustees of Princeton University,210634501,2017-06-30,2086214000,The Trustees of Princeton University
1206,The Trustees of Princeton University,210634501,2016-06-30,1940044000,The Trustees of Princeton University
1207,The Trustees of Princeton University,210634501,2015-06-30,1803109000,The Trustees of Princeton University
1208,The Trustees of Princeton University,210634501,2014-06-30,1691395000,The Trustees of Princeton University
1209,UNITED WAY OF GREATER MILWAUKEE &,390806190,2024-06-30,63935742,UNITED WAY OF GREATER MILWAUKEE &
1210,UNITED WAY OF GREATER MILWAUKEE &,390806190,2023-06-30,63241126,UNITED WAY OF GREATER MILWAUKEE &
1211,UNITED WAY OF GREATER MILWAUKEE &,390806190,2022-06-30,65450749,UNITED WAY OF GREATER MILWAUKEE &
1212,UNITED WAY OF GREATER MILWAUKEE &,390806190,2021-06-30,57051595,UNITED WAY OF GREATER MILWAUKEE &
1213,UNITED WAY OF GREATER MILWAUKEE &,390806190,2020-06-30,59432163,UNITED WAY OF GREATER MILWAUKEE &
1214,UNITED WAY OF GREATER MILWAUKEE &,390806190,2019-06-30,59173955,UNITED WAY OF GREATER MILWAUKEE &
1215,UNITED WAY OF GREATER MILWAUKEE &,390806190,2018-06-30,55354017,UNITED WAY OF GREATER MILWAUKEE &
1216,UNITED WAY OF GREATER MILWAUKEE &,390806190,2017-06-30,62858342,UNITED WAY OF GREATER MILWAUKEE &
1217,UNITED WAY OF GREATER MILWAUKEE &,390806190,2016-06-30,62037803,UNITED WAY OF GREATER MILWAUKEE &
1218,UNITED WAY OF GREATER MILWAUKEE &,390806190,2014-06-30,52829425,UNITED WAY OF GREATER MILWAUKEE &
1219,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2024-12-31,6493868,
1220,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2023-12-31,8362561,
1221,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2022-12-31,16825344,
1222,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2021-12-31,7235613,
1223,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2020-12-31,3917447,
1224,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2019-12-31,3265829,
1225,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2018-12-31,3765740,
1226,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2017-12-31,3567441,
1227,WAUKESHA COUNTY COMMUNITY FOUNDATION,391969122,2015-12-31,3241101,
1228,WCTC FOUNDATION INC,391325835,2024-06-30,1775357,
1229,WCTC FOUNDATION INC,391325835,2023-06-30,944626,
1230,WCTC FOUNDATION INC,391325835,2022-06-30,1020309,
1231,WCTC FOUNDATION INC,391325835,2021-06-30,1197053,
1232,WCTC FOUNDATION INC,391325835,2020-06-30,1411064,
1233,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2024-06-30,14522621,
1234,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2023-06-30,7733852,
1235,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2022-06-30,7116324,
1236,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2021-06-30,4607523,
1237,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2020-06-30,5618168,
1238,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2019-06-30,5400981,
1239,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2018-06-30,6422280,
1240,WISCONSIN HISTORICAL FOUNDATION INC,390921093,2017-06-30,5089058,
1241,WOODSON CENTER,521217891,2024-12-31,6284318,
1242,WOODSON CENTER,521217891,2023-12-31,7874746,
1243,WOODSON CENTER,521217891,2022-12-31,4749361,
1244,WOODSON CENTER,521217891,2021-12-31,3003699,
1245,WOODSON CENTER,521217891,2020-12-31,2498872,
1246,WOODSON CENTER,521217891,2018-12-31,2584779,
1247,WOODSON CENTER,521217891,2017-12-31,4789525,
1248,CENTER FOR NEIGHBORHOOD ENTERPRISE,521217891,2015-12-31,4178729,
1249,CENTER FOR NEIGHBORHOOD ENTERPRISE,521217891,2014-12-31,3765979,
1250,CENTER FOR NEIGHBORHOOD ENTERPRISE,521217891,2013-12-31,3736336,
1251,Big Shoulders Fund,363490557,2024-06-30,75889009,
1252,Big Shoulders Fund,363490557,2023-06-30,58940127,
1253,Big Shoulders Fund,363490557,2022-06-30,52614506,
1254,Big Shoulders Fund,363490557,2021-06-30,42124358,
1255,Big Shoulders Fund,363490557,2020-06-30,33216976,
1256,Big Shoulders Fund,363490557,2019-06-30,26421697,
1257,Big Shoulders Fund,363490557,2018-06-30,22166857,
1258,CIVITAS INSTITUTE INC,202454741,2021-06-30,1855888,
1259,MEDECINS SANS FRONTIERES USA INC,133433452,2024-12-31,774314841,
1260,MEDECINS SANS FRONTIERES USA INC,133433452,2023-12-31,856531073,
1261,MEDECINS SANS FRONTIERES USA INC,133433452,2022-12-31,649575886,
1262,MEDECINS SANS FRONTIERES USA INC,133433452,2021-12-31,599980286,
1263,MEDECINS SANS FRONTIERES USA INC,133433452,2020-12-31,499587775,
1264,MEDECINS SANS FRONTIERES USA INC,133433452,2019-12-31,454282448,
1265,MEDECINS SANS FRONTIERES USA INC,133433452,2018-12-31,426900720,
1266,MEDECINS SANS FRONTIERES USA INC,133433452,2017-12-31,420595919,
1267,MEDECINS SANS FRONTIERES USA INC,133433452,2016-12-31,363500851,
1268,MEDECINS SANS FRONTIERES USA INC,133433452,2015-12-31,296059937,
1269,MEDECINS SANS FRONTIERES USA INC,133433452,2014-12-31,282401795,
1270,MEDECINS SANS FRONTIERES USA INC,133433452,2013-12-31,216535113,
1271,Feeding America,363673599,2023-06-30,4933690967,Feeding America
1272,Feeding America,363673599,2022-06-30,4231609823,Feeding America
1273,Feeding America,363673599,2021-06-30,3902891407,Feeding America
1274,Feeding America,363673599,2020-06-30,3309075710,Feeding America
1275,FEEDING AMERICA,363673599,2019-06-30,2823972605,Feeding America
1276,FEEDING AMERICA,363673599,2018-06-30,2826138224,Feeding America
1277,FEEDING AMERICA,363673599,2017-06-30,2684820721,Feeding America
1278,FEEDING AMERICA,363673599,2016-06-30,2423837553,Feeding America
1279,FEEDING AMERICA,363673599,2015-06-30,2184632163,Feeding America
1280,Feeding America,363673599,2014-06-30,2041987389,Feeding America
1281,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2024-06-30,1091794,MADISON SYMPHONY ORCHESTRA FOUNDATION
1282,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2023-06-30,790686,MADISON SYMPHONY ORCHESTRA FOUNDATION
1283,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2020-06-30,655674,MADISON SYMPHONY ORCHESTRA FOUNDATION
1284,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2019-06-30,712215,MADISON SYMPHONY ORCHESTRA FOUNDATION
1285,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2018-06-30,668645,MADISON SYMPHONY ORCHESTRA FOUNDATION
1286,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2017-06-30,609871,MADISON SYMPHONY ORCHESTRA FOUNDATION
1287,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2016-06-30,504582,MADISON SYMPHONY ORCHESTRA FOUNDATION
1288,MADISON SYMPHONY ORCHESTRA FOUNDATION INC,391769944,2015-06-30,586903,MADISON SYMPHONY ORCHESTRA FOUNDATION
1289,MADISON SYMPHONY ORCHESTRA FOUNDATION,391769944,2014-06-30,550295,MADISON SYMPHONY ORCHESTRA FOUNDATION
1290,PACIFIC RESEARCH INSTITUTE FOR,942528433,2017-12-31,6339545,
1291,PACIFIC RESEARCH INSTITUTE FOR PUBLIC POLICY,942528433,2014-12-31,3586064,
1292,President and Fellows of Harvard College,42103580,2024-06-30,6837224617,
1293,President and Fellows of Harvard College,42103580,2023-06-30,6253073686,
1294,President and Fellows of Harvard College,42103580,2022-06-30,5826813321,
1295,President and Fellows of Harvard College,42103580,2021-06-30,5468821983,
1296,President and Fellows of Harvard College,42103580,2020-06-30,5653421409,
1297,President and Fellows of Harvard College,42103580,2019-06-30,5486335371,
1298,President and Fellows of Harvard College,42103580,2018-06-30,5243094233,
1299,President and Fellows of Harvard College,42103580,2017-06-30,5174101052,
1300,President and Fellows of Harvard College,42103580,2016-06-30,4930905851,
1301,President and Fellows of Harvard College,42103580,2015-06-30,4775458754,
1302,,42103580,2014-06-30,4669997260,
1303,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2024-06-30,133452712,SUCCESS ACADEMY CHARTER SCHOOLS INC
1304,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2023-06-30,123024079,SUCCESS ACADEMY CHARTER SCHOOLS INC
1305,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2022-06-30,92840929,SUCCESS ACADEMY CHARTER SCHOOLS INC
1306,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2021-06-30,77155177,SUCCESS ACADEMY CHARTER SCHOOLS INC
1307,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2020-06-30,73460880,SUCCESS ACADEMY CHARTER SCHOOLS INC
1308,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2019-06-30,87947087,SUCCESS ACADEMY CHARTER SCHOOLS INC
1309,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2018-06-30,76100266,SUCCESS ACADEMY CHARTER SCHOOLS INC
1310,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2017-06-30,66266120,SUCCESS ACADEMY CHARTER SCHOOLS INC
1311,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2016-06-30,52953433,SUCCESS ACADEMY CHARTER SCHOOLS INC
1312,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2015-06-30,42920628,SUCCESS ACADEMY CHARTER SCHOOLS INC
1313,SUCCESS ACADEMY CHARTER SCHOOLS INC,205298861,2014-06-30,33228597,SUCCESS ACADEMY CHARTER SCHOOLS INC
1314,CARDINAL NEWMAN SOCIETY FOR THE PRESERVATION OF CATHOLIC HGR ED,541691371,2024-06-30,2718893,
1315,UNITED WAY OF DANE COUNTY INC,390817532,2024-12-31,22058486,
1316,UNITED WAY OF DANE COUNTY INC,390817532,2023-12-31,21365560,
1317,UNITED WAY OF DANE COUNTY INC,390817532,2022-12-31,22111289,
1318,UNITED WAY OF DANE COUNTY INC,390817532,2021-12-31,23051249,
1319,UNITED WAY OF DANE COUNTY INC,390817532,2020-12-31,23042976,
1320,UNITED WAY OF DANE COUNTY INC,390817532,2019-12-31,22023143,
1321,UNITED WAY OF DANE COUNTY INC,390817532,2018-12-31,22066400,
1322,UNITED WAY OF DANE COUNTY INC,390817532,2017-12-31,22114872,
1323,UNITED WAY OF DANE COUNTY INC,390817532,2016-12-31,21709803,
1324,UNITED WAY OF DANE COUNTY INC,390817532,2015-12-31,22695937,
1325,UNITED WAY OF DANE COUNTY INC,390817532,2014-12-31,21181368,
1326,UNITED WAY OF DANE COUNTY INC,390817532,2013-12-31,19737415,
1327,Youth for Christ International Ministries,841188718,2024-12-31,13466765,
1328,Youth for Christ International Ministries,841188718,2023-12-31,15734484,
1329,Youth for Christ International,841188718,2022-12-31,13352797,
1330,Youth for Christ International,841188718,2021-12-31,11062562,
1331,Youth for Christ International,841188718,2020-12-31,10535191,
1332,Youth for Christ International,841188718,2019-12-31,9576226,
1333,Youth for Christ International,841188718,2018-12-31,5328875,
1334,Youth for Christ International,841188718,2017-12-31,4793915,
1335,Youth for Christ International,841188718,2016-12-31,4127561,
1336,Youth for Christ International,841188718,2015-12-31,4303935,
1337,Youth for Christ International Ministries,841188718,2014-12-31,4423364,
1338,Youth for Christ International Ministries,841188718,2013-12-31,3849327,
1339,Atlas Economic Research Foundation,942763845,2024-12-31,25072695,
1340,Atlas Economic Research Foundation,942763845,2023-12-31,22107858,
1341,Atlas Economic Research Foundation,942763845,2022-12-31,20862400,
1342,Atlas Economic Research Foundation,942763845,2021-12-31,17102572,
1343,Atlas Economic Research Foundation,942763845,2020-12-31,12696102,
1344,Atlas Economic Research Foundation,942763845,2019-12-31,13950454,
1345,Atlas Economic Research Foundation,942763845,2018-12-31,11838430,
1346,Atlas Economic Research Foundation,942763845,2017-12-31,11899692,
1347,ATLAS ECONOMIC RESEARCH FOUNDATION,942763845,2016-12-31,13578129,
1348,ATLAS ECONOMIC RESEARCH FOUNDATION,942763845,2015-12-31,11098132,
1349,ATLAS ECONOMIC RESEARCH FOUNDATION,942763845,2014-12-31,10283691,
1350,Community Sports & Entertainment Support Inc,462050032,2018-05-31,794802,Community Sports & Entertainment Support Inc
1351,Community Sports & Entertainment Support Inc,462050032,2017-06-30,1491120,Community Sports & Entertainment Support Inc
1352,Community Sports & Entertainment Support Inc,462050032,2016-06-30,610262,Community Sports & Entertainment Support Inc
1353,Community Sports & Entertainment Support Inc,462050032,2015-06-30,1140468,Community Sports & Entertainment Support Inc
1354,Community Sports & Entertainment Support Inc,462050032,2014-06-30,575395,Community Sports & Entertainment Support Inc
1355,MILWAUKEE AREA TECHNICAL,391341603,2024-06-30,13839445,MILWAUKEE AREA TECHNICAL
1356,MILWAUKEE AREA TECHNICAL,391341603,2023-06-30,12615686,MILWAUKEE AREA TECHNICAL
1357,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2022-06-30,9507486,MILWAUKEE AREA TECHNICAL
1358,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2021-06-30,8652385,MILWAUKEE AREA TECHNICAL
1359,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2020-06-30,10162491,MILWAUKEE AREA TECHNICAL
1360,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2019-06-30,8892920,MILWAUKEE AREA TECHNICAL
1361,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2018-06-30,7525494,MILWAUKEE AREA TECHNICAL
1362,MILWAUKEE AREA TECHNICAL COLLEGE,391341603,2017-06-30,6782659,MILWAUKEE AREA TECHNICAL
1363,Milwaukee Area Technical College,391341603,2016-06-30,6297516,MILWAUKEE AREA TECHNICAL
1364,MILWAUKEE AREA TECHNICAL,391341603,2014-06-30,5709199,MILWAUKEE AREA TECHNICAL
1365,Rehabilitation Institute of Chicago,362256036,2024-08-31,431421505,Rehabilitation Institute of Chicago
1366,REHABILITATION INSTITUTE OF CHICAGO,362256036,2023-08-31,397654683,Rehabilitation Institute of Chicago
1367,Rehabilitation Institute of Chicago,362256036,2022-08-31,370734333,Rehabilitation Institute of Chicago
1368,Rehabilitation Institute of Chicago,362256036,2021-08-31,347005006,Rehabilitation Institute of Chicago
1369,Rehabilitation Institute of Chicago,362256036,2020-08-31,331963585,Rehabilitation Institute of Chicago
1370,Rehabilitation Institute of Chicago,362256036,2019-08-31,327289282,Rehabilitation Institute of Chicago
1371,Rehabilitation Institute of Chicago,362256036,2018-08-31,313211289,Rehabilitation Institute of Chicago
1372,Rehabilitation Institute of Chicago,362256036,2017-08-31,277993939,Rehabilitation Institute of Chicago
1373,Rehabilitation Institute of Chicago,362256036,2016-08-31,240548154,Rehabilitation Institute of Chicago
1374,Rehabilitation Institute of Chicago,362256036,2015-08-31,229794222,Rehabilitation Institute of Chicago
1375,Rehabilitation Institute of Chicago,362256036,2014-08-31,225380647,Rehabilitation Institute of Chicago
1376,WISCONSIN WOMEN'S BUSINESS,391597954,2024-12-31,13984745,
1377,WISCONSIN WOMENS BUSINESS INITIATIVE,391597954,2023-12-31,13421078,
1378,WISCONSIN WOMENS BUSINESS INITIATIVE,391597954,2022-12-31,9384182,
1379,WISCONSIN WOMENS BUSINESS INITIATIVE,391597954,2021-12-31,9253441,
1380,WISCONSIN WOMENS BUSINESS INITIATIVE,391597954,2020-12-31,9704641,
1381,UNIVERSITY OF CHICAGO,362177139,2024-06-30,5247378934,UNIVERSITY OF CHICAGO
1382,University of Chicago,362177139,2023-06-30,4828941301,UNIVERSITY OF CHICAGO
1383,University of Chicago,362177139,2022-06-30,4424487118,UNIVERSITY OF CHICAGO
1384,University of Chicago,362177139,2021-06-30,3761982970,UNIVERSITY OF CHICAGO
1385,University of Chicago,362177139,2020-06-30,4101909518,UNIVERSITY OF CHICAGO
1386,UNIVERSITY OF CHICAGO,362177139,2019-06-30,3819615625,UNIVERSITY OF CHICAGO
1387,UNIVERSITY OF CHICAGO,362177139,2018-06-30,3542724827,UNIVERSITY OF CHICAGO
1388,UNIVERSITY OF CHICAGO,362177139,2017-06-30,3379443437,UNIVERSITY OF CHICAGO
1389,UNIVERSITY OF CHICAGO,362177139,2016-06-30,3422030480,UNIVERSITY OF CHICAGO
1390,UNIVERSITY OF CHICAGO,362177139,2015-06-30,3352267064,UNIVERSITY OF CHICAGO
1391,UNIVERSITY OF CHICAGO,362177139,2014-06-30,3128457240,UNIVERSITY OF CHICAGO
1392,AURORA HEALTH CARE FOUNDATION INC,396044569,2024-12-31,47782186,
1393,AURORA HEALTH CARE FOUNDATION INC,396044569,2023-12-31,31148921,
1394,AURORA HEALTH CARE FOUNDATION INC,396044569,2022-12-31,4522861,
1395,AURORA HEALTH CARE FOUNDATION INC,396044569,2021-12-31,29475010,
1396,AURORA HEALTH CARE FOUNDATION INC,396044569,2020-12-31,16900763,
1397,AURORA HEALTH CARE FOUNDATION INC,396044569,2019-12-31,17742590,
1398,AURORA HEALTH CARE FOUNDATION INC,396044569,2018-12-31,17348027,
1399,Aurora Health Care Foundation Inc,396044569,2017-12-31,20440106,
1400,Aurora Health Care Foundation Inc,396044569,2016-12-31,19157019,
1401,Aurora Health Care Foundation Inc,396044569,2015-12-31,15654625,
1402,Aurora Health Care Foundation Inc,396044569,2014-12-31,11481595,
1403,Aurora Health Care Foundation Inc (fka Aurora Foundation Inc),396044569,2013-12-31,19109348,
1404,Teach for America Inc,133541913,2024-05-31,245374006,Teach for America Inc
1405,Teach for America Inc,133541913,2023-05-31,298156461,Teach for America Inc
1406,Teach for America Inc,133541913,2022-05-31,269736155,Teach for America Inc
1407,Teach for America Inc,133541913,2021-05-31,258617197,Teach for America Inc
1408,Teach for America Inc,133541913,2020-05-31,288574844,Teach for America Inc
1409,Teach for America Inc,133541913,2019-05-31,287960053,Teach for America Inc
1410,TEACH FOR AMERICA INC,133541913,2018-05-31,284459497,Teach for America Inc
1411,Teach for America Inc,133541913,2017-05-31,287132584,Teach for America Inc
1412,TEACH FOR AMERICA INC,133541913,2016-05-31,328161549,Teach for America Inc
1413,TEACH FOR AMERICA INC,133541913,2015-05-31,375542708,Teach for America Inc
1414,Teach for America Inc,133541913,2014-05-31,357387579,Teach for America Inc
1415,SCHOOLS THAT CAN MILWAUKEE INC,272818891,2018-04-30,2150035,
1416,SCHOOLS THAT CAN MILWAUKEE INC,272818891,2017-06-30,2695686,
1417,SCHOOLS THAT CAN MILWAUKEE INC,272818891,2016-06-30,2030713,
1418,TAX FOUNDATION,521703065,2024-12-31,8922120,
1419,American Principles Project Foundation,264442148,2023-12-31,1663340,
1420,American Principles Project Foundation,264442148,2022-12-31,1086130,
1421,American Principles Project,264442148,2014-12-31,1103800,
1422,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2024-06-30,929368410,COOPERATIVE FOR ASSISTANCE AND RELIEF
1423,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2023-06-30,929435797,COOPERATIVE FOR ASSISTANCE AND RELIEF
1424,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2022-06-30,815467797,COOPERATIVE FOR ASSISTANCE AND RELIEF
1425,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2021-06-30,705743661,COOPERATIVE FOR ASSISTANCE AND RELIEF
1426,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2020-06-30,647242201,COOPERATIVE FOR ASSISTANCE AND RELIEF
1427,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2019-06-30,604420101,COOPERATIVE FOR ASSISTANCE AND RELIEF
1428,Cooperative for Assistance and Relief,131685039,2017-06-30,581648006,COOPERATIVE FOR ASSISTANCE AND RELIEF
1429,Cooperative for Assistance and Relief,131685039,2016-06-30,538720966,COOPERATIVE FOR ASSISTANCE AND RELIEF
1430,Cooperative for Assistance and Relief,131685039,2015-06-30,527583913,COOPERATIVE FOR ASSISTANCE AND RELIEF
1431,COOPERATIVE FOR ASSISTANCE AND RELIEF,131685039,2014-06-30,514654619,COOPERATIVE FOR ASSISTANCE AND RELIEF
1432,AMERICAN MAJORITY INC,261501154,2024-12-31,2754401,
1433,AMERICAN MAJORITY INC,261501154,2014-12-31,1154170,
1434,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2024-06-30,365419,
1435,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2023-06-30,269745,
1436,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2022-06-30,194518,
1437,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2021-06-30,191903,
1438,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2020-06-30,290298,
1439,ROTARY CLUB OF MILWAUKEE COMMUNITY TRUST,930756960,2019-06-30,283505,
1440,FREE TO CHOOSE NETWORK INC,521455677,2024-06-30,4514148,
1441,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2023-12-31,372765330,
1442,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2022-12-31,283041132,
1443,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2021-12-31,266638991,
1444,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2020-12-31,374235242,
1445,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2019-12-31,162597627,
1446,LOCAL INITIATIVES SUPPORT CORPORATION,133030229,2018-12-31,155373050,
